homeownership_MORTGAGE,homeownership_OWN,homeownership_RENT,loan_purpose_car,loan_purpose_credit_card,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_house,loan_purpose_major_purchase,loan_purpose_medical,loan_purpose_moving,loan_purpose_other,loan_purpose_renewable_energy,loan_purpose_small_business,loan_purpose_vacation,annual_income,debt_to_income,loan_amount,balance,term,interest_rate
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9698258873170699,-0.3975816401937413,1.8092688514484603,1.7252643136142305,-0.6593331703738533,-0.305452578613249
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7913071931797395,-0.09863762333196183,-1.3165072387432681,-1.1959996502481711,-0.6593331703738533,0.23245545849100588
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6368218352414229,-1.0648673921173566,1.3238998933441546,1.3119209072296425,-0.6593331703738533,1.8041867490632897
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3741967267462847,-0.06660790723962827,-0.617575939073068,-1.4511064114835928,-0.6593331703738533,-0.8913524108494821
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29695404777712636,0.014133668743129229,-0.4234283558313457,-0.3328518097608206,-0.6593331703738533,-0.305452578613249
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072007788219317,0.1355796755932272,0.35316197713554337,0.3434214712933529,-0.6593331703738533,1.514236320140922
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21971136880796804,-0.7572486604805698,-0.1322069809687623,-0.035798307140624964,-0.6593331703738533,2.0941371779856577
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1665020260378235,-0.7512430887132573,-0.3263545642104846,-0.18997837441924692,1.516683893566257,0.7163727260717857
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8222042647674028,-0.8506686657498761,-1.003444260765991,-0.9029435127092164,-0.6593331703738533,0.03648896170209506
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2437447050069818,0.255691110939478,0.35316197713554337,0.416159866722204,-0.6593331703738533,0.03648896170209506
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08925934706866519,-0.8032913773632994,-0.03513318934790117,0.07096636639879611,1.516683893566257,1.3202694814825104
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32098738397614013,0.812207428043773,1.8092688514484603,-1.4511064114835928,-0.6593331703738533,2.4840705134329806
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3741967267462847,1.0711142997901357,-0.7146497306939291,-0.6361086047654382,-0.6593331703738533,-0.5974026656661161
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0934141736677232,0.0254775265258308,0.838530935239849,0.7523219112670304,-0.6593331703738533,-0.4994194172716607
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14246868983880973,-0.09863762333196183,1.8092688514484603,1.8688944683309623,1.516683893566257,0.9323358041656871
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47924677014434,-0.04058376291460723,-0.617575939073068,-0.4912149093413791,1.516683893566257,0.9323358041656871
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.552715420883615,0.174282249204797,0.35316197713554337,0.4181229212285828,-0.6593331703738533,0.2304558003605068
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0934141736677232,1.1878893063767684,0.7414571436189878,0.674733085148338,-0.6593331703738533,0.038488619832594106
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7604101215920762,-0.95476524304996,-0.9087973139356513,-0.8192377043735606,-0.6593331703738533,-1.0153312149404257
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21971136880796804,-0.3548753520706299,-0.967041588908168,-0.8667835669705476,-0.6593331703738533,0.524405545543873
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21971136880796804,-0.3855704966591163,-1.297092480419096,-1.182684801507818,-0.6593331703738533,1.1263026428240983
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3055388481823084,-0.44295707132454715,1.3238998933441546,1.41255053363333,1.516683893566257,1.8041867490632897
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.14246868983880973,-1.2537092599117396,1.8092688514484603,1.877464265074301,1.516683893566257,-0.4994194172716607
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29695404777712636,0.6680737056282722,-1.1029448971773737,-1.0179357531419377,-0.6593331703738533,-0.3034529204827499
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21971136880796804,0.15292910514324132,-1.1029448971773737,-0.985935756753443,-0.6593331703738533,-0.5994023237966152
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4214028666360459,-0.5523919346400201,2.294637809552766,2.080832095344816,-0.6593331703738533,-0.3034529204827499
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29695404777712636,0.02214109776621268,1.8092688514484603,1.8898297019726125,1.516683893566257,1.8041867490632897
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7136937493515293,0.6347094180320914,-1.4135810303641292,-1.2840430463019097,-0.6593331703738533,-1.0173308730709247
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5286820846846013,-0.22408734469360142,-0.5010873891280346,-0.43209846627197723,-0.6593331703738533,0.038488619832594106
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4823364773031063,0.34977840196070775,-1.2000186887982347,-1.086413838560779,-0.6593331703738533,0.3284390487549622
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3741967267462847,-1.0381759620404118,-1.1029448971773737,-0.9955553259986594,-0.6593331703738533,0.23245545849100588
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4137449783784937,-0.9067206689114597,0.35316197713554337,0.421038398396799,-0.6593331703738533,0.5224058874133737
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8376528005612345,0.6914287069455988,1.9014889534882784,1.9590062975839075,1.516683893566257,0.9323358041656871
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29695404777712636,-0.19939777187242758,0.1590143938938211,0.12370087510926941,-0.6593331703738533,-1.26928779751381
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6831674426229178,0.14625624762400508,-0.957334209746082,-0.8446650811494395,-0.6593331703738533,-0.08948950051934734
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8040468201839797,-0.31216906394751853,-0.8117235223147902,-0.7103644533709994,-0.6593331703738533,-1.42326147356224
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5286820846846013,-1.0962298224577665,-1.4427031678503877,-1.3345826673817847,-0.6593331703738533,-1.271287455644309
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32908700222829623,-0.049258477689614166,-0.5738927328436805,-0.5793797417935186,-0.6593331703738533,-1.26928779751381
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6337321280826566,-0.4349496423014638,-1.1029448971773737,-0.9818831933092926,-0.6593331703738533,1.0083228131246522
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.860825604251982,0.8755995744765165,-1.1029448971773737,-0.9731046463934963,-0.6593331703738533,-0.305452578613249
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06522601086965144,0.11556110303551871,0.35316197713554337,0.49166319832951844,1.516683893566257,1.0083228131246522
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5084445027946818,-0.20807248664743452,0.5473095603772656,0.6116162661778997,1.516683893566257,-0.4994194172716607
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.012016668099506876,-0.7919475195805978,-0.8602604181252208,-1.4511064114835928,-0.6593331703738533,-1.0173308730709247
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06522601086965144,0.46321697978772225,0.35316197713554337,0.49828599827205156,1.516683893566257,1.8041867490632897
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9087160652128602,-0.6331335106227775,-0.617575939073068,-0.49721145876654,-0.6593331703738533,-0.8933520689799812
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14246868983880973,-0.6558212261881804,1.9063426430693216,2.01866468821642,1.516683893566257,-0.5994023237966152
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06522601086965144,0.6347094180320914,2.294637809552766,2.2526114079321613,-0.6593331703738533,-1.42326147356224
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6831674426229178,0.8829397177476762,-0.1322069809687623,-0.046999560384845866,-0.6593331703738533,0.5224058874133737
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7226493146157633,0.262363968458714,0.35316197713554337,0.30300121554467424,-0.6593331703738533,-1.0153312149404257
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.29695404777712636,-0.1967286288647332,-0.9087973139356513,-0.8283564739261986,-0.6593331703738533,0.524405545543873
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11157161825114642,0.768833854168738,-1.0058711055565124,-0.9057114597074747,-0.6593331703738533,-0.0874898423888483
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24484613654453216,0.9583430077150449,1.3238998933441546,1.4808058183873367,1.516683893566257,2.482070855302481
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5286820846846013,-0.4182674985033734,0.1590143938938211,0.26708815702920025,1.516683893566257,1.8041867490632897
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7913071931797395,1.6062774728328753,1.3238998933441546,1.4931421506942955,1.516683893566257,0.7163727260717857
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012016668099506876,0.7207892800302377,0.838530935239849,0.9617294460464356,1.516683893566257,1.8841730742832536
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14246868983880973,-0.1166543386338994,0.7074813165516864,0.7387431139913104,-0.6593331703738533,-1.4212618154317407
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1579172256326414,-0.7125405151016876,-0.9087973139356513,-0.802958201741672,-0.6593331703738533,-1.42326147356224
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8531013363550661,-1.0948952509539194,-0.7146497306939291,-0.6617587822061514,-0.6593331703738533,-1.0153312149404257
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6677189068290862,0.664737276868654,-0.617575939073068,-0.5614633567997158,-0.6593331703738533,0.524405545543873
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8376528005612345,0.6240328460013136,0.35316197713554337,0.5167553705015473,1.516683893566257,1.5922229872303866
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3741967267462847,-0.7892783765729033,-0.957334209746082,-0.8649429524691676,-0.6593331703738533,-1.1413096771618683
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6382677530508896,-0.3575444950783244,1.3238998933441546,1.4739361312216088,1.516683893566257,1.8841730742832536
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012016668099506876,-0.10531048085119783,0.35316197713554337,0.35596153573977724,-0.6593331703738533,-0.8913524108494821
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6986159784167495,0.49925041039159745,-0.277817668400054,-0.15525358611622322,1.516683893566257,0.9323358041656871
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3525687766349203,-1.1562855401308918,0.27550294383885443,0.37999088852414964,1.516683893566257,-0.0874898423888483
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6299580998527733,-0.5323733620823116,1.1297523101024325,1.099994319888371,-0.6593331703738533,0.23245545849100588
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3741967267462847,0.5346165552435491,-0.617575939073068,-0.4966153164471181,1.516683893566257,0.038488619832594106
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06522601086965144,-0.21207620115897635,0.061940602272959965,0.12297326032546328,-0.6593331703738533,-1.42326147356224
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05063800758408603,1.440123320603895,1.518047476585877,-1.4511064114835928,1.516683893566257,0.038488619832594106
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7449615857982446,-0.011890475581891801,0.061940602272959965,0.05469188179989923,-0.6593331703738533,0.038488619832594106
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012016668099506876,0.6694082771321194,1.8092688514484603,1.8898297019726125,1.516683893566257,1.8041867490632897
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7604101215920762,0.2570256824433252,-0.617575939073068,-0.5751244498165007,-0.6593331703738533,-1.1413096771618683
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26605697618946306,2.599865957447138,0.9356047268607102,0.962026513599548,-0.6593331703738533,-1.0173308730709247
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4023848895443565,-0.9647745293288142,-0.7146497306939291,-0.6137964228708478,-0.6593331703738533,-0.5994023237966152
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1201564186563285,0.4932448386242849,0.838530935239849,0.8055792990152458,-0.6593331703738533,-1.0153312149404257
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.552715420883615,0.7594918536418075,-0.4234283558313457,-0.37003041619681815,-0.6593331703738533,-1.26928779751381
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42054233412777964,-0.48232693068804045,-0.30208611630526927,-0.25036237262236893,-0.6593331703738533,-0.4994194172716607
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7974866074972722,-0.06126962122423922,-1.0058711055565124,-0.8942302002223131,-0.6593331703738533,-1.0173308730709247
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8376528005612345,1.4574727501539089,-0.617575939073068,-0.4943431511084463,-0.6593331703738533,-0.08948950051934734
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06522601086965144,-0.011223189829968082,1.3238998933441546,1.4505430650205922,1.516683893566257,2.2901036747745684
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38964526254011633,-0.49233621696689467,0.35316197713554337,0.5034997345504969,1.516683893566257,2.482070855302481
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012016668099506876,0.45454226501271533,1.8092688514484603,1.8284952883208494,-0.6593331703738533,0.7163727260717857
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14246868983880973,-0.7345609449151669,-1.297092480419096,-1.1866992279012312,-0.6593331703738533,-0.4994194172716607
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.474473172584046,-0.05993504972039202,1.8092688514484603,1.70203182446895,-0.6593331703738533,-1.26928779751381
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.544130620478433,0.04549609908353907,0.11047749808339052,0.1954788190234965,1.516683893566257,-0.0874898423888483
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6059247636537596,-1.2870735475079205,0.35316197713554337,0.2960672975566514,-0.6593331703738533,-1.4212618154317407
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7604101215920762,0.42251254892038176,-0.1322069809687623,-0.02457497455124017,1.516683893566257,-0.4994194172716607
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8067557289735712,-1.1189175380231693,-1.2388482054465793,-1.1357531461490231,-0.6593331703738533,-1.1413096771618683
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06522601086965144,1.2239227369806436,0.04252584394878774,0.15254252153274625,1.516683893566257,1.8041867490632897
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3741967267462847,-0.08996290855695466,-0.617575939073068,-1.4511064114835928,-0.6593331703738533,-0.305452578613249
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6299580998527733,-1.2884081190117675,2.294637809552766,2.3390028675250103,1.516683893566257,-1.0153312149404257
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06522601086965144,-0.3875723539148871,-0.617575939073068,-0.539999222480734,-0.6593331703738533,0.23245545849100588
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8376528005612345,-0.6317989391189303,-0.9185046930977374,-0.8350575551834034,-0.6593331703738533,0.9323358041656871
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4106945427424726,-0.3695556386129495,1.8092688514484603,1.6396486419219083,-0.6593331703738533,-0.3034529204827499
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6059247636537596,-0.3094999209398241,-1.1029448971773737,-0.9793370433692702,-0.6593331703738533,2.0941371779856577
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3741967267462847,0.7995289987572243,-0.22928077258962343,-0.09419416067240916,1.516683893566257,0.5224058874133737
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5904762278599279,0.4265162634319234,-1.1514817929878043,-1.0402549602827162,-0.6593331703738533,0.524405545543873
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3673329913576351,0.49925041039159745,1.3238998933441546,1.1735717304334454,-0.6593331703738533,-1.26928779751381
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.103074923564539,-1.0988989654654608,-1.0058711055565124,-0.8919801142288051,-0.6593331703738533,-0.305452578613249
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1665020260378235,0.22499596635099164,-0.22928077258962343,-0.1785181906726507,-0.6593331703738533,-0.0874898423888483
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.405093798333948,0.39048283282804824,-0.3457693225346568,-0.1990339167561886,1.516683893566257,-0.305452578613249
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4754727419144567,-0.772596232774813,-0.7486255577612305,-0.6933844333334601,-0.6593331703738533,-1.1413096771618683
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.2042628330141364,-0.2801393478551851,-0.617575939073068,-0.48414349724938194,1.516683893566257,0.038488619832594106
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012016668099506876,-0.22342005894167768,-0.4234283558313457,-0.3881896739874226,-0.6593331703738533,0.038488619832594106
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6059247636537596,0.14091796160861625,-0.03513318934790117,-1.4511064114835928,-0.6593331703738533,0.9323358041656871
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6299580998527733,-0.2207509159339833,2.294637809552766,2.3955520849158245,1.516683893566257,-1.0173308730709247
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016171494698565,-0.6638286552112638,2.294637809552766,2.3514987732811075,-0.6593331703738533,-1.42326147356224
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04959209264629379,-0.18738662833780254,0.35316197713554337,0.45350306464033147,1.516683893566257,-0.3034529204827499
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7758586573859079,0.10621910250858806,-0.8117235223147902,-0.7406251995245476,-0.6593331703738533,0.3304387068854613
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.544130620478433,0.42251254892038176,-0.4234283558313457,-0.32408430251760645,1.516683893566257,-0.3034529204827499
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0934141736677232,-0.9614381005691961,1.8092688514484603,1.7542835984056155,-0.6593331703738533,0.9323358041656871
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08925934706866519,0.9763597230169822,-0.22928077258962343,-0.2087056735445191,-0.6593331703738533,0.23245545849100588
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3364359197699718,0.008128096975816701,-0.1322069809687623,-0.12905242865301383,-0.6593331703738533,-0.4994194172716607
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3741967267462847,-0.1787119135627956,-0.4234283558313457,-0.3328518097608206,-0.6593331703738533,-0.305452578613249
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4823364773031063,0.20164096503366502,-1.1029448971773737,-0.9851679977057028,-0.6593331703738533,-0.305452578613249
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35188445556380343,-0.13533833968776046,-0.617575939073068,-0.5582789130631407,-0.6593331703738533,0.9323358041656871
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3364359197699718,-0.6851817992728195,-0.9087973139356513,-0.8901425105472203,-0.6593331703738533,-1.4212618154317407
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6831674426229178,1.6062774728328753,0.02311108562461551,0.13160528067789992,-0.6593331703738533,-1.0173308730709247
